DTSTAMP,DTSTART,DTEND,SUMMARY,LOCATION,DESCRIPTION,CREATED,LAST-MODIFIED,SEQUENCE
<icalendar.prop.vDDDTypes object at 0x0000021094645ED0>,2022-02-18T07:15:00,2022-02-18T09:15:00,Mathématiques des systèmes numériques,RT-Salle-TD1,"

RT1Huffman
RT1Shannon2
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946462F0>,2021-11-22T09:15:00,2021-11-22T11:15:00,Anglais,RT-Labo Informatique 3,"

RT2Hamming
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946466E0>,2021-11-15T09:15:00,2021-11-15T11:15:00,Mathématiques du signal,RT-Salle-TD2,"

TDFourier
ANSEL DAVID
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094646AD0>,2022-01-13T07:15:00,2022-01-13T11:15:00,SAE14: Se présenter sur Internet,RT-Labo Informatique 2,"

RT1Turing
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094646F20>,2022-01-10T07:15:00,2022-01-10T09:15:00,DS Architecture des systèmes numériques et informatiques,RT-Salle Labo Visio,"

RT1App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094647310>,2021-11-08T07:15:00,2021-11-08T09:15:00,Infrastructure sans fil,RT-Salle-TD4,"

RT2-S3
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094647700>,2021-10-04T06:15:00,2021-10-04T08:15:00,Mathématiques du signal,RT-Salle-TD1,"

TDBell
ANSEL DAVID
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094647AF0>,2021-10-13T12:00:00,2021-10-13T14:00:00,Anglais général,RT-Labo Informatique 2,"

RT1Shannon2
RT1Shannon1
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109465C0A0>,2021-12-07T12:30:00,2021-12-07T14:30:00,TP Supervision et sécurisation du SI,RT-Labo reseaux 1,"

LP-CyberSécurité
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109465C340>,2021-09-10T08:15:00,2021-09-10T10:15:00,Projet Personnel et Professionnel,RT-Amphi,"

TDBell
TDFourier
CHABOT ROBERT
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109465C760>,2022-01-21T12:30:00,2022-01-21T14:30:00,Gestion de projet,RT-Salle-TD1,"

TDBell
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109465CB50>,2022-02-18T12:30:00,2022-02-18T16:30:00,Administration système,RT-Labo Informatique 3,"

RT1Shannon2
RT1Shannon1
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109465CF40>,2022-02-11T12:30:00,2022-02-11T16:30:00,Administration système,RT-Labo Informatique 1,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109465D330>,2021-09-27T08:15:00,2021-09-27T10:15:00,Mathématiques du signal,RT-Salle-TD1,"

TDBell
ANSEL DAVID
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109465D720>,2021-12-08T13:00:00,2021-12-08T15:00:00,Anglais général,RT-Salle Info CAO,"

RT1Huffman
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109465DB10>,2021-09-15T06:15:00,2021-09-15T10:15:00,Expression Culture Comm pro - Outils info,GC-ISAT R10 Info petite,"

RT1Huffman
TROUTTET SYLVAIN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109465DF30>,2021-10-25T06:15:00,2021-10-25T10:15:00,Transmission large bande,RT-Labo Telecoms 1,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109465E320>,2021-12-17T07:15:00,2021-12-17T11:15:00,Architecture des systèmes numériques et informatiques,RT-Salle Labo Visio,"

RT1App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109465E710>,2022-02-07T15:00:00,2022-02-07T17:00:00,Technologie de l'internet,,"

RT1App
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109465EB00>,2022-02-07T13:00:00,2022-02-07T17:00:00,Administration système,RT-Labo Informatique 2,"

RT1Huffman
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109465EEF0>,2021-11-26T07:15:00,2021-11-26T11:15:00,Gestion d'annuaires unifiés,RT-Labo Informatique 1,"

RT2Dijkstra
MANSOURI ALAMIN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109465F2E0>,2021-09-10T06:15:00,2021-09-10T08:15:00,Introduction aux technologies Web,"RT-Labo Informatique 2,RT-Labo Informatique 1","

TDFourier
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109465F730>,2022-01-03T09:15:00,2022-01-03T11:15:00,SAE15: Traiter des données,RT-Salle-TD2,"

TDFourier
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109465FB20>,2021-10-26T06:15:00,2021-10-26T08:15:00,Electronique,RT-Salle-TD1,"

TDBell
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946700D0>,2021-11-08T08:15:00,2021-11-08T11:15:00,Principes et architecture des réseaux,RT-Labo reseaux 2,"

RT1Shannon1
RT1Shannon2
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094670370>,2021-10-04T08:15:00,2021-10-04T10:15:00,Mathématiques du signal,RT-Salle-TD1,"

TDFourier
ANSEL DAVID
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094670760>,2021-10-19T08:15:00,2021-10-19T10:15:00,Anglais,RT-Labo Informatique 1,"

RT2Dijkstra
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094670B50>,2022-01-10T09:15:00,2022-01-10T11:15:00,Gestion de projet,RT-Salle Labo Visio,"

RT1App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094670F40>,2021-11-17T07:15:00,2021-11-17T09:15:00,Expression Culture Communications professionnelles,RT-Salle-TD2,"

RT1Turing
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094671330>,2021-11-30T07:15:00,2021-11-30T11:15:00,Réseaux locaux et équipements actifs,RT-Labo reseaux 2,"

RT1Shannon1
RT1Shannon2
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094671750>,2021-11-10T13:00:00,2021-11-10T15:00:00,Communication,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094671B40>,2022-02-08T12:30:00,2022-02-08T16:15:00,Gestion - Analyse des coûts,RT-Salle-TD3,"

LP-CyberSécurité
LP-GSIE-ARE-1
HOUDIN ELISA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094671F30>,2022-01-24T07:15:00,2022-01-24T09:15:00,Technologie de l'internet,RT-Amphi,"

TDBell
TDFourier
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094672320>,2021-11-18T14:30:00,2021-11-18T16:30:00,CM Hacking éthique,RT-Labo reseaux 1,"

LP-CyberSécurité
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094672710>,2021-10-20T06:15:00,2021-10-20T08:15:00,Anglais,RT-Labo Informatique 2,"

RT2Hamming
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094672B00>,2021-11-15T13:00:00,2021-11-15T15:00:00,Fondamentaux de la programmation,RT-Labo Informatique 2,"

TDBell
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094672F20>,2021-09-08T12:00:00,2021-09-08T14:00:00,Introduction aux technologies Web,"RT-Labo Informatique 2,RT-Labo Informatique 1","

TDFourier
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094673370>,2022-01-04T07:15:00,2022-01-04T11:00:00,Programmation appareils CISCO,Pôle formation (Monéteau),"

LP-GSIE-ARE-1
BACONNIER RICHARD
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094673760>,2022-01-14T12:30:00,2022-01-14T16:30:00,SE15: Traiter des données,RT-Labo Informatique 3,"

RT1Shannon1
RT1Shannon2
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094673B50>,2021-11-15T07:15:00,2021-11-15T09:15:00,Réseaux opérateurs MR,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094684040>,2021-12-13T13:00:00,2021-12-13T17:00:00,Architecture des systèmes numériques et informatiques,RT-Labo Informatique 2,"

RT1Turing
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094684370>,2021-10-19T08:15:00,2021-10-19T10:15:00,DS Technologies d'accès,RT-Salle-TD4,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094684760>,2021-11-19T08:15:00,2021-11-19T11:15:00,Mathématiques des transmissions,RT-Labo Informatique 1,"

RT1Turing
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094684B50>,2022-01-19T13:00:00,2022-01-19T17:00:00,SAE13: Telecommunication,RT-Labo Electronique 1,"

RT1Turing
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094684F70>,2021-10-28T07:15:00,2021-10-28T10:15:00,Principes et architecture des réseaux,RT-Labo reseaux 2,"

RT1Huffman
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094685390>,2021-11-16T09:15:00,2021-11-16T11:15:00,TP Supervision et sécurisation du SI,RT-Labo reseaux 1,"

LP-CyberSécurité
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946857B0>,2022-02-16T13:00:00,2022-02-16T17:00:00,Technologie de l'internet,RT-Labo reseaux 1,"

RT1Huffman
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094685BA0>,2021-12-15T13:00:00,2021-12-15T17:00:00,SAE12: Réseaux,RT-Labo reseaux 2,"

RT1Turing
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094685FC0>,2022-01-12T12:30:00,2022-01-12T16:15:00,Gestion - Analyse des coûts,RT-Salle-TD4,"

LP-CyberSécurité
LP-GSIE-ARE-1
HOUDIN ELISA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946863B0>,2021-12-01T07:15:00,2021-12-01T09:15:00,DS Expression Culture Communications professionnelles,RT-Amphi,"

RT1-S1
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946867A0>,2021-10-27T08:15:00,2021-10-27T10:15:00,DS TP Scripts avancés,RT-Labo Informatique 2,"

RT2Dijkstra
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094686B90>,2022-01-04T07:15:00,2022-01-04T09:15:00,Gestion de projet,RT-Amphi,"

RT1-S1
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094686F80>,2022-01-03T13:00:00,2022-01-03T17:00:00,SAE12: Réseaux,RT-Salle Labo Visio,"

RT1App
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946873A0>,2021-10-04T06:15:00,2021-10-04T08:15:00,Projet Personnel et Professionnel,RT-Labo Informatique 2,"

TDFourier
CHABOT ROBERT
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946877C0>,2021-10-18T06:15:00,2021-10-18T10:15:00,Scripts avancés,RT-Labo Informatique 3,"

RT2Hamming
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094687BB0>,2021-10-22T06:15:00,2021-10-22T10:15:00,Bases des systèmes d'exploitation,RT-Labo Informatique 3,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109469C040>,2021-09-07T14:00:00,2021-09-07T16:00:00,Matrices et graphes,RT-Salle-TD3,"

RT2App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109469C400>,2021-12-17T09:15:00,2021-12-17T11:15:00,Réseaux cellulaires,RT-Salle-TD4,"

RT2Hamming
RT2Dijkstra
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109469C7F0>,2021-10-19T12:00:00,2021-10-19T15:00:00,Electronique,RT-Labo Electronique 1,"

RT1App
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109469CBE0>,2021-10-04T14:00:00,2021-10-04T16:00:00,Initiation réseaux,"RT-Labo Informatique 1,RT-Labo Informatique 2","

TDFourier
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109469D000>,2021-12-15T13:00:00,2021-12-15T15:00:00,Fibres optiques,RT-Salle-TD4,"

RT2Hamming
RT2Dijkstra
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109469D3F0>,2022-02-14T13:00:00,2022-02-14T16:00:00,Signaux et systèmes pour les transmissions,RT-Labo Telecoms 2,"

RT1Shannon2
RT1Shannon1
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109469D810>,2021-09-01T08:00:00,2021-09-01T08:15:00,Photos pour trombinoscope,RT-Labo Telecoms 2,"

RT2-S3
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109469DC30>,2021-10-11T14:00:00,2021-10-11T16:00:00,PPP,"RT-Labo Informatique 2,RT-Labo Informatique 1","

RT2Dijkstra
RT2App
RT2Hamming
CHABOT ROBERT
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109469E050>,2021-11-24T08:15:00,2021-11-24T11:15:00,Administration système,RT-Labo Informatique 2,"

RT2App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109469E440>,2021-12-09T09:15:00,2021-12-09T11:15:00,Anglais,RT-Labo Informatique 2,"

RT2Hamming
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109469E830>,2021-12-08T09:15:00,2021-12-08T11:15:00,Anglais général,RT-Labo Informatique 3,"

RT1Shannon2
RT1Shannon1
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109469EC20>,2021-12-15T07:15:00,2021-12-15T09:15:00,DS Anglais,RT-Salle-TD2,"

TDBell
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109469F010>,2022-02-07T13:00:00,2022-02-07T17:00:00,Sources de données,RT-Labo Informatique 1,"

RT1Shannon2
RT1Shannon1
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109469F400>,2021-11-23T08:15:00,2021-11-23T11:15:00,Electronique,RT-Labo Electronique 1,"

RT1Huffman
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109469F7F0>,2022-01-05T13:00:00,2022-01-05T17:00:00,SAE14: Se présenter sur Internet,RT-Labo Informatique 2,"

RT1Huffman
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x000002109469FC10>,2021-12-02T07:15:00,2021-12-02T11:15:00,Gestion d'annuaires unifiés,RT-Labo Informatique 3,"

RT2Dijkstra
MANSOURI ALAMIN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946B0040>,2021-12-14T09:15:00,2021-12-14T11:15:00,Fibres optiques,RT-Salle-TD4,"

RT2Hamming
RT2Dijkstra
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946B0430>,2021-10-18T06:15:00,2021-10-18T10:15:00,Transmission large bande,RT-Labo Telecoms 1,"

RT2Dijkstra
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946B0820>,2021-12-13T15:00:00,2021-12-13T16:00:00,SAE12: Réseaux,RT-Salle Labo Visio,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946B0C10>,2022-01-10T07:15:00,2022-01-10T11:15:00,SAE15: Traiter des données,RT-Labo Informatique 1,"

RT1Huffman
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946B1000>,2022-02-18T09:15:00,2022-02-18T11:15:00,Mathématiques des systèmes numériques,RT-Salle-TD2,"

RT1Shannon1
RT1Turing
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946B1420>,2021-12-06T09:15:00,2021-12-06T11:15:00,Anglais,RT-Labo Informatique 1,"

RT2Dijkstra
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946B1810>,2021-10-29T08:15:00,2021-10-29T10:15:00,Mathématiques des transmissions,RT-Salle-TD2,"

TDFourier
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946B1C00>,2021-12-06T07:15:00,2021-12-06T09:15:00,DS Infrastructure sans fil,RT-Salle-TD4,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946B1FF0>,2021-11-26T07:15:00,2021-11-26T08:45:00,Réseaux locaux et équipements actifs,RT-Salle-TD1,"

TDBell
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946B2410>,2021-12-03T12:30:00,2021-12-03T16:30:00,Réseaux locaux et équipements actifs,RT-Labo reseaux 1,"

RT1Shannon1
RT1Shannon2
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946B2830>,2021-12-14T12:30:00,2021-12-14T16:15:00,BDD : ADMINISTRATION,RT-Labo Informatique 1,"

LP-CyberSécurité
LP-GSIE-ARE-1
PRESLES BENOÎT
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946B2C20>,2021-10-29T11:30:00,2021-10-29T13:30:00,Transmission large bande,RT-Labo Telecoms 1,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946B3010>,2021-10-06T12:00:00,2021-10-06T16:00:00,Initiation réseaux,RT-Labo reseaux 1,"

RT1Turing
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210946B3400>,2021-12-15T07:15:00,2021-12-15T11:15:00,Réseaux locaux et équipements actifs,RT-Labo reseaux 2,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
